perangkatid;name;processor_brand;processor_name;ram;storage_capacity;storage_type;battery;screen;graphic;price
30382;DELL Vostro Core i3 11th Gen;Intel;Core i3;4 GB;1 TB;SSD;10;Full HD WVA AG Narrow Border;Intel Integrated UHD;7512991
30383;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;256 GB;SSD;7;FHD WVA AG Narrow Border;Intel Integrated UHD Graphics;11685113
30384;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;6;Full HD WVA Truelife Touch Narrow Border 60Hz;Intel Integrated UHD;10015513
30385;DELL Inspiron Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;Full HD WVA Truelife Touch 60Hz Narrow Border Display with Dell Active Pen;NVIDIA GeForce MX350;18760043
30386;DELL Vostro Core i3 10th Gen;Intel;Core i3;4 GB;1 TB;SSD;10;Full HD WVA AG Narrow Border;Intel Integrated HD;7302413
30387;DELL Vostro Ryzen 5 Quad Core R5;AMD;Ryzen 5 Quad Core;8 GB;256 GB;SSD;10;Full HD WVA AG Narrow Border;AMD Radeon;9285063
30388;DELL Inspiron Ryzen 5 Hexa Core R5;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;10;Full HD WVA AG Narrow Border 250 nits Brightness;AMD Radeon;13565500
30389;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;8763313
30390;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;256 GB;SSD;7;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;8241563
30391;DELL Inspiron Ryzen 3 Dual Core 3250U;AMD;Ryzen 3 Dual Core;8 GB;1 TB;SSD;7;FHD WVA AG Narrow Border;AMD Radeon Radeon Graphics;9180713
30392;DELL Inspiron Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;FHD, WVA AG Narrow Border (250nits Brightness);Intel Integrated Iris Xe Graphics;14606913
30393;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;SSD;7;Full HD WVA AG Narrow Border;Intel Integrated UHD;10224213
30394;DELL Inspiron Ryzen 5 Quad Core 3450U;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;7;Full HD WVA AG Narrow Border Display;AMD Radeon;10432913
30395;ASUS Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;5;FHD, (250nits Brightness, 45% NTSC color gamut);Intel Integrated Intel Iris Xe Graphics;11864595
30396;DELL Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;;NVIDIA GeForce DDR5;1534341
30397;ASUS Vivobook Ultra K15 Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;15.6-inch (39.62 cms) FHD (1920 x 1080) 16:9, LED Backlit OLED 400nits, Glossy IPS-level Panel, 100% DCI-P3 Color Gamut, Pantone Validated, 85% Screen-to-body ratio;Intel Integrated Intel UHD;10631178
30398;DELL Inpiron 7501 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;15.6-inch FHD (1920 x 1080) An ti-glare LED Backlight Non-tou ch Wide Viewing Angle Display;NVIDIA GeForce GTX NVIDIA(R) GeForce GTX(R) 1650 Ti 4GB GDDR6;15859113
30399;DELL Ryzen 5 Quad Core;AMD;Ryzen 5 Quad Core;8 GB;1 TB;SSD;6;;AMD Radeon Vega 8;10850313
30400;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;7;Full HD Anti Glare Display;Intel Integrated;12519913
30401;HP Notebook PC Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;3;HD Narrowbezel, Anti-glare, 250 nits, 45%NTSC Display bezel;Intel Integrated UHD;7511113
30402;ASUS VivoBook 15 (2021) Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;3;Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated Iris Xe;10850313
30403;ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated Iris Xe;11685113
30404;ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;5;Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated Iris Xe;11685113
30405;ASUS VivoBook K15 OLED (2022) Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;4;Full HD, OLED (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light);Intel Integrated UHD;10015513
30406;ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated Iris Xe;11685113
30407;ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;1 TB;SSD;4;Full HD (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light);AMD Radeon AMD;12311213
30408;ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;1 TB;SSD;3;Full HD (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light);AMD Radeon AMD;12311213
30409;DELL Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;;Intel Integrated;8867663
30410;ASUS VivoBook K15 OLED (2022) Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD OLED (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light);Intel Integrated UHD;10641613
30411;ASUS VivoBook K15 OLED (2022) Core i5 11th Gen;Intel;Core i5;16 GB;1 TB;SSD;3;Full HD (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light);Intel Integrated Iris Xe;14606913
30412;ASUS Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;4;Full HD anti-glare, Brightness: 200 nits, Color Gamut: 45% NTSC;Intel Integrated UHD;7928513
30413;Lenovo Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;4;;Intel Integrated Iris Xe Graphics;1808343
30414;HP Ryzen 7 Quad Core 3rd Gen;AMD;Ryzen 7 Quad Core;16 GB;512 GB;SSD;4;;AMD Radeon AMD;22748300
30415;ASUS Vivobook 14 Core i3 10th Gen;Intel;Core i3;8 GB;256 GB;SSD;6;14-Inch (35.56 cms) LED-Backlit, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio;Intel Integrated UHD;6864143
30416;ASUS ExpertBook Core i3 10th Gen;Intel;Core i3;4 GB;1 TB;HDD;4;HD LED Backlit Anti-glare Display;Intel Integrated HD;7231246
30417;ASUS VivoBook 14 Core i3 10th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;HD LED Backlit Anti Glare;Intel Integrated UHD;6780454
30418;ASUS Vivobook 14 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;6;14.0-inch, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 84 %;Intel Integrated Intel UHD;7300117
30419;ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzenâ¢ 7 5800H 5th Gen;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;5;15.6-inch FHD (1920 x 1080) OLED, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, PANTONE Validated;NVIDIA GeForce RTX RTX 3050;18780913
30420;ASUS ASUS TUF Gaming F15 Core i9 11th Gen;Intel;Core i9;16 GB;1 TB;SSD;3;Full HD (IPS-level, 300nits, NTSC 72.00%, anti-glare display);NVIDIA GeForce RTX 3060;29215913
30421;HP Pavilion Gaming Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;3;"""Full HD, IPS, micro-edge, anti-glare, Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC """;NVIDIA GeForce GTX 1650;12311213
30422;HP x360 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;5;Full HD Multitouch-enabled, IPS, Edge-to-edge Glass Micro-edge, Corning Gorilla Glass 5 Display (Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC);Intel Integrated UHD;10516393
30423;DELL DELL INSPIRON 3515 2021 SERIES Ryzen 3 Dual Core AMD RYZEN 3 3250U;AMD;Ryzen 3 Dual Core;8 GB;1 TB;HDD;6;FULL HD;AMD Radeon Vega 8;9180713
30424;HP Spectre x360 14 Intel EVO Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;5;OLED Multitouch-enabled UWVA Edge-to-edge Glass Micro-edge Anti-reflection Corning Gorilla Glass NBT Display (Brightness: 400 nits, 267 ppi, Color Gamut: 100% NTSC, Screen to Body Ratio: 90.33%);;3193089
30425;HP Pavilion Ryzen 7 Octa Core 5800U;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;10;WUXGA, IPS, micro-edge, anti-glare (400 nits Brightness, 100% sRGB Color Gamut, 170 ppi);AMD Radeon AMD Radeon;16652173
30426;HP Pavilion Aero Laptop Ryzen 5 Hexa Core 5600U;AMD;Ryzen 5 Hexa Core;16 GB;512 GB;SSD;6;WUXGA, IPS, micro-edge, anti-glare, Brightness: 400 nits, 170 ppi, Color Gamut: 100% sRGB;Intel Integrated UHD;13521673
30427;HP Pavilion Gaming Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;4;Full HD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC;NVIDIA GeForce RTX 3050;16693913
30428;HP Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;65;FHD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi);Intel Integrated Intel UHD Graphics;11831203
30429;HP Pavilion Core i7 11th Gen;Intel;Core i7;16 GB;512 GB;SSD;7;FHD, 144 Hz, 7 ms response time, IPS, micro-edge, , anti-glare (300 nits Brightness, 72% NTSC Color Gamut, 141 ppi);NVIDIA GeForce RTX RTX 3050;18363513
30430;HP x360 Core i5 11th Gen;Intel;Core i5;8 GB;256 GB;SSD;9;Full HD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning Gorilla Glass 5, Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC;Intel Integrated Iris Xe;12603393
30431;HP OMEN Core i7 11th Gen;Intel;Core i7;16 GB;1 TB;SSD;4;QHD (165 Hz, 3 ms response time IPS, micro-edge, anti-glare, Low Blue Light, Brightness: 300 nits, 182 ppi);NVIDIA GeForce RTX 3070;35894313
30432;HP Pavilion Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;4;Full HD, IPS, micro-edge,anti-glare, Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC;NVIDIA GeForce GTX 3050;14606913
30433;HP Pavilion Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;8;Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi);Intel Integrated Intel Iris Xe Graphics;12198515
30434;HP Pavilion Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;4;Full HD, IPS, micro-edge,Brightview, Brightness: 250nits, 157 pppi, Color Gamut: 45%NTSC;Intel Integrated Iris Xe;13767939
30435;DELL Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;10;Full HD WVA AG 250 nits 120Hz Narrow Border;NVIDIA GeForce RTX 3050;2034157
30436;HP Pavilion Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 141 ppi);NA Intel Iris Xe Graphics;12937313
30437;ASUS Vivobook Pro 14X OLED (2021) Ryzen 9 Octa Core 5900HX;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;3;OLED 2.8K (2880 x 1800), 16:10 aspect ratio, 90Hz refresh rate, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, PANTONE?Validated, VESA CERTIFIED Display HDR True Black 600;NVIDIA GeForce RTX RTX 3050;22954913
30438;ASUS Core i7 11th Gen;Intel;Core i7;8 GB;1 TB;SSD;4;;Intel Integrated intel;17217750
30439;ASUS Vivobook 15 Core i3 10th Gen;Intel;Core i3;4 GB;1 TB;HDD;3;Full HD LED Backlit Anti-glare Display (200 nits Brightness, 45% NTSC Color Gamut, 83% Screen-to-body Ratio);Intel Integrated Intel UHD;7302413
30440;ASUS Vivobook 15 K513 Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;SSD;4;15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, LED Backlit, 0.2ms response time, 400nits, 600nits peak brightness, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 85 ?;Intel Integrated Intel HD Graphics;12519913
30441;MSI Creator Z16 Core i9 11th Gen;Intel;Core i9;16 GB;1 TB;SSD;4;QHD+ (120Hz DCI-P3 100% typical, Finger Touch panel);NVIDIA GeForce RTX 3060;37563913
30442;ASUS Vivobook X515EA Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;Full HD LED Backlit Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 85% Screen-to-Body Ratio);Intel Integrated Intel HD Graphics;7824163
30443;Lenovo Ideapad 3 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;7;Full HD LED Backlit Anti-glare TN Display (16:9 Aspect Ratio, 220 nits Brightness);Intel Integrated UHD;1147829
30444;HP Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;8;;Intel Integrated Intel HD;8919838
30445;DELL Ryzen 5 Quad Core;AMD;Ryzen 5 Quad Core;8 GB;1 TB;SSD;6;;AMD Radeon Vega 8;12083730
30446;Infinix INBook X1 Pro Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated Iris Plus;10641613
30447;HP Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;6;Full HD, IPS Brightview,micro-edge,WLED- Backlit, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC;Intel Integrated UHD;8137213
30448;Infinix INBook X1 Core i3 10th Gen;Intel;Core i3;8 GB;256 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated UHD;6258913
30449;Infinix INBook X1 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated UHD;8345913
30450;Infinix INBook X1 Core i3 10th Gen;Intel;Core i3;8 GB;256 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated UHD;6258913
30451;Infinix INBook X1 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated UHD;8345913
30452;Infinix INBook X1 Core i3 10th Gen;Intel;Core i3;8 GB;256 GB;SSD;13;Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%);Intel Integrated UHD;6258913
30453;ASUS AMD Rhyzen 5 5600U Ryzen 5 Octa Core 1115G4 11th Gen;AMD;Ryzen 5 Octa Core;16 GB;512 GB;SSD;3;Full HD LED Backlit Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 85% Screen-to-Body Ratio);AMD Radeon WEGA 8;15859113
30454;Lenovo Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;6;;Intel Integrated;9596026
30455;HP Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;7;FHD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 141 ppi);Intel Integrated Intel UHD Graphics;8658963
30456;Lenovo IdeaPad Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;14;Full HD (IPS 300nits Anti-glare, 45% NTSC);AMD Radeon Radeon;10119863
30457;ASUS Core i5 11th Gen;Intel;Core i5;16 GB;1 TB;SSD;3;FHD, (250nits Brightness, 45% NTSC color gamut);Intel Integrated Intel Iris Xe Graphics;13146013
30458;ASUS Vivobook Pro 14 OLED (2021) Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;6;OLED 2.8K (2880 x 1800), 16:10 aspect ratio, 90Hz refresh rate, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, PANTONE?Validated, VESA CERTIFIED Display HDR True Black 600;NVIDIA GeForce RTX RTX 3050;18780913
30459;ASUS Vivobook 14 Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;SSD;6;14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut, Anti-glare display;Intel Integrated Intel UHD Graphics;8116343
30460;Lenovo Ideapad 5 Pro Ryzen 7 Octa Core 5800U;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;10;2.2K, IPS Display, 300nits, Anti-glare, 60 Hz, 100% sRGB;AMD Radeon AMD;14189513
30461;ASUS VivoBook 15 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;256 GB;SSD;6;15.6-inch, HD (1366 x 768) 16:9 aspect ratio, LED Backlit, 200nits, 45% NTSC color gamut, Glossy display, Touch screen;Intel Integrated UHD Graphics 600;5841513
30462;HP Pavilion Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;8;Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi);NA Intel Iris Xe Graphics;13772113
30463;ASUS Chromebook Celeron Dual Core;Intel;Celeron Dual Core;4 GB;64 GB;EMMC;13;HD, LCD (Anti-glare display, LED Backlit, Brightness : 200nits, NTSC: 45%);Intel Integrated UHD Graphics 600;3963213
30464;Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;5;Full HD, IPS Display, 250nits, Anti-glare, 120 Hz, 45% NTSC;NVIDIA GeForce GTX 1650;12728613
30465;Lenovo IdeaPad 3 Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;12;Full HD TN 250nits Anti-glare;Intel Integrated UHD;8137213
30466;ASUS Core i3 11th Gen;Intel;Core i3;4 GB;256 GB;SSD;4;FHD, (220 nits Brightness, 45% NTSC color gamut);Intel Integrated Intel UHD Graphics;7093713
30467;Avita Liber V14 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;10;Full HD LED Backlit TFT IPS Display;Intel Integrated Intel Intergrated UHD;9806813
30468;DELL Inspiron Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;7;Full HD Anti Glare;Intel Integrated UHD;8867663
30469;DELL Vostro Core i3 11th Gen;Intel;Core i3;4 GB;1 TB;SSD;10;Full HD WVA AG Narrow Border Display;Intel Integrated UHD;9201583
30470;DELL Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;6;Full HD WVA AG 250 nits Narrow Border;Intel Integrated Iris Xe;14627783
30471;DELL Vostro Ryzen 5 Quad Core 3500U;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;10;Full HD WVA AG Narrow Border Display;AMD Radeon Vega Graphics;10224213
30472;MSI Core i3 10th Gen;Intel;Core i3;8 GB;256 GB;SSD;4;Full HD (60Hz, 45%NTSC, IPS-Level);Intel Integrated UHD;6676313
30473;ASUS Vivobook 15 Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;15.6-Inch (35.56 cms) LED-Backlit LCD, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio;Intel Integrated Intel UHD;7469373
30474;MSI Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;4;Full HD (60Hz, 45%NTSC, IPS-Level);Intel Integrated UHD;9806813
30475;MSI Core i7 10th Gen;Intel;Core i7;8 GB;512 GB;SSD;4;Full HD (60Hz, 45%NTSC, IPS-Level);Intel Integrated UHD;12102513
30476;MSI Prestige 14 Intel EVO Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;7;Full HD, sRGB100% 300nits 1W panel;Intel Integrated Iris Xe;15650413
30477;ASUS ASUS TUF Dash F15 Core i5 11th Gen;Intel;Core i5;16 GB;512 GB;SSD;3;Full HD, anti-glare display, Value IPS-level, Brightness: 250nits, Contrast: 1000:1, 45% NTSC, 62.5% SRGB, Refresh Rate: 144 Hz, Adobe: 47.34%;NVIDIA GeForce RTX 3060;17737413
30478;ASUS VivoBook 15 (2022) Core i3 10th Gen;Intel;Core i3;4 GB;512 GB;SSD;3;Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated UHD;7302413
30479;ASUS VivoBook 15 (2022) Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;3;Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated Iris Plus;12102513
30480;ASUS VivoBook 15 (2022) Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;4;Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated UHD;8137213
30481;ASUS VivoBook 15 (2022) Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;5;Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated Iris Plus;12102513
30482;ASUS VivoBook 15 (2022) Core i3 10th Gen;Intel;Core i3;8 GB;512 GB;SSD;3;Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display);Intel Integrated UHD;8137213
30483;DELL Core i5 11th Gen;Intel;Core i5;8 GB;1 TB;HDD;3;;Intel Integrated;12311213
30484;Lenovo Legion 5 Ryzen 5 Hexa Core 5600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;6;Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 60 Hz Refresh Rate);NVIDIA GeForce GTX NVIDIAÂ® GEFORCEÂ® GTX 1650 (4GB GDDR6);1567316
30485;HP Core i3 11th Gen;Intel;Core i3;8 GB;512 GB;SSD;4;HD, micro-edge, anti-glare, Brightness: 250 nits, 101 ppi , Color Gamut: 45%NTSC;Intel Integrated UHD;8972013
30486;ASUS Vivobook 15 Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;15.6-Inch (35.56 cms) LED-Backlit LCD, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio;Intel Integrated Intel UHD;7511113
30487;DELL Core i3 11th Gen;Intel;Core i3;8 GB;256 GB;SSD;3;;Intel Integrated;10330650
30488;ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U;AMD;Ryzen 3 Dual Core;8 GB;256 GB;SSD;6;14-inch (35.56 cms) LED-Backlit, FHD (1920 x 1080) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio;AMD Radeon integrated;7093713
30489;ASUS ROG Zephyrus G14 Ryzen 9 Octa Core AMD Ryzenâ¢ 9 5900HS Processor 5th Gen;AMD;Ryzen 9 Octa Core;16 GB;1 TB;SSD;4;14-inch WQHD (2560 x 1440) 16:9 anti-glare display | DCI-P3:100% | Refresh Rate:120Hz | IPS-level | Pantone Validated;NVIDIA GeForce RTX3050Ti;29215913
30490;DELL 3000 Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;4;;Intel Integrated Intel UHD Graphics;834737
30491;acer Intel EVO Swift 3 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;18;Full HD (IPS (In-Plane Switching) technology, high-brightness (300nits) Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, color gamut sRGB 100%);Intel Integrated Iris Xe;12519913
30492;HP Pavilion Ryzen 5 Hexa Core 5500U;AMD;Ryzen 5 Hexa Core;16 GB;512 GB;SSD;10;Full HD, IPS, micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut, 157 ppi);AMD Radeon AMD Radeon Graphics;1252179
30493;Lenovo Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;4;;NVIDIA GeForce GTX 2 GB MX330;35479000
30494;HP Pavilion Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;Full HD IPS LED Backlit Bright view Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI);Intel Integrated Iris Xe;13146013
30495;HP Ryzen 7 Octa Core 5700U;AMD;Ryzen 7 Octa Core;8 GB;512 GB;SSD;4;Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTS;AMD Radeon AMD;11580763
30496;ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7;AMD;Ryzen 7 Octa Core;8 GB;1 TB;SSD;4;14-inch FHD (1920x1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 120Hz IPS-level;NVIDIA GeForce GTX 1650;16987971
30497;Lenovo Legion 5 Ryzen 7 Octa Core 5800H;AMD;Ryzen 7 Octa Core;16 GB;1 TB;SSD;9;Full HD LED Backlit Anti-glare IPS Display (165Hz Refresh Rate, 300 nits Brightness, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC Dimmer);NVIDIA GeForce RTX 3060;28798513
30498;Lenovo Yoga 6 Ryzen 7 Octa Core 5700U;AMD;Ryzen 7 Octa Core;16 GB;512 GB;SSD;18;Full HD (IPS 300nits Glossy, 72% NTSC, Touch);AMD Radeon AMD;16276513
30499;ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7;AMD;Ryzen 7 Octa Core;8 GB;1 TB;SSD;4;14-inch FHD (1920x1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 120Hz IPS-level;NVIDIA GeForce GTX 1650;16067813
30500;ASUS ROG Zephyrus 14 Ryzen 7 Octa Core AMD Ryzenâ¢ 7 5800H 5th Gen;AMD;Ryzen 7 Octa Core;8 GB;1 TB;SSD;12;14-inch FHD (1920x1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 144Hz IPS-level Adaptive-Sync Pantone Validated;NVIDIA GeForce GTX 1650;18154813
30501;Lenovo IdeaPad 3 Celeron Dual Core;Intel;Celeron Dual Core;4 GB;256 GB;SSD;14;;Intel Integrated UHD;6406881
