perangkatid;name;processor_brand;processor_name;ram;storage_capacity;storage_type;battery;screen;graphic;price
30937;Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H;AMD;Ryzen 5 Hexa Core;8 GB;1 TB;SSD;6;Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 60 Hz Refresh Rate);NVIDIA GeForce GTX 1650;13041663
30938;DELL INSPIRON 15 3000 Core i5 8th Gen;Intel;Core i5;8 GB;1 TB;SSD;6;Full HD LED Backlit Narrow Border Display;AMD Radeon AMD RADEON 520;1189423
30939;HP 15s Core i3 11th Gen;Intel;Core i3;8 GB;1 TB;HDD;12;Full HD LED Backlit Anti-glare IPS Micro-edge Display (250 nits Brightness, 141 ppi, 45% NTSC Color Gamut);Intel Integrated UHD;8345913
30940;Vaio SE Series Core i5 8th Gen;Intel;Core i5;8 GB;512 GB;SSD;13;Full HD LED Backlit IPS Display;Intel Integrated UHD 620;13125143
30941;DELL Inspiron Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;Quad HD+ LED Backlit Anti Glare Display;NVIDIA GeForce MX350;18154813
30942;acer Predator Triton 300 Core i7 10th Gen;Intel;Core i7;16 GB;2 TB;SSD;7;Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio, 300 nits Brightness, 240 Hz Refresh Rate, 100% sRGB Color Gamut);NVIDIA GeForce RTX 2070 with Max-Q Design;33389913
30943;Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;6;Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 60 Hz Refresh Rate);NVIDIA GeForce GTX 1650 Ti;1586099
30944;Lenovo Ideapad Slim 3i Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 16:9 Aspect Ratio);Intel Integrated UHD;10435208
30945;acer Aspire 3 Core i5 10th Gen;Intel;Core i5;8 GB;1 TB;HDD;8;Full HD LED Backlit ComfyView TFT Display (16:9 Aspect Ratio);NVIDIA GeForce GTX MX330;9598113
30946;ASUS VivoBook Ultra 14 Core i3 11th Gen;Intel;Core i3;4 GB;256 GB;SSD;3;Full HD LED Backlit Anti-glare IPS Display (220 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut);Intel Integrated UHD;8763313
30947;ASUS VivoBook Ultra 14 Core i5 11th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;Full HD LED Backlit Anti-glare IPS Display (220 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut);Intel Integrated Iris Xe;12519913
30948;Vaio E Series Ryzen 7 Quad Core 3700U;AMD;Ryzen 7 Quad Core;8 GB;512 GB;SSD;8;Full HD LED Backlit IPS Display;AMD Radeon RX Vega 10;12102513
30949;APPLE 2020 Macbook Pro M1;Apple;M1;8 GB;512 GB;SSD;17;Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology);;26711513
30950;APPLE 2020 Macbook Pro M1;Apple;M1;8 GB;256 GB;SSD;17;Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology);;22537513
30951;Vaio E Series Ryzen 5 Quad Core 3500U;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;8;Full HD LED Backlit IPS Display;AMD Radeon Vega 8;10349433
30952;APPLE 2020 Macbook Air M1;Apple;M1;8 GB;256 GB;SSD;15;Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology);;18363513
30953;Vaio E Series Ryzen 7 Quad Core 3700U;AMD;Ryzen 7 Quad Core;8 GB;512 GB;SSD;8;Full HD LED Backlit IPS Display;AMD Radeon RX Vega 10;11893813
30954;Vaio E Series Ryzen 5 Quad Core 3500U;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;8;Full HD LED Backlit IPS Display;AMD Radeon Vega 8;10641613
30955;APPLE 2020 Macbook Air M1;Apple;M1;8 GB;256 GB;SSD;15;Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology);;18363513
30956;APPLE 2020 Macbook Pro M1;Apple;M1;8 GB;256 GB;SSD;17;Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology);;22537513
30957;APPLE 2020 Macbook Air M1;Apple;M1;8 GB;512 GB;SSD;15;Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology);;21911413
30958;APPLE 2020 Macbook Pro M1;Apple;M1;8 GB;512 GB;SSD;17;Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology);;26711513
30959;Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U;AMD;Ryzen 7 Octa Core;8 GB;512 GB;SSD;12;Full HD LED Backlit Anti-glare TN Display (300 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut);AMD Radeon;11476413
30960;acer Aspire 7 Ryzen 5 Quad Core 3550H;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;7;Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio);NVIDIA GeForce GTX 1650 Ti;10850313
30961;acer Aspire 7 Ryzen 5 Quad Core 3550H;AMD;Ryzen 5 Quad Core;8 GB;512 GB;SSD;7;Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio);NVIDIA GeForce GTX 1650 Ti;10850313
30962;acer Swift 5 Core i7 11th Gen Intel EVO;Intel;Core i7;16 GB;1 TB;SSD;15;Full HD LED Backlit ComfyView IPS Touch Display (340 nits Brightness, 100% sRGB Color Gamut, 16:9 Aspect Ratio);Intel Integrated Iris Xe;19448753
30963;Lenovo Yoga C640 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;10;Full HD LED Backlit Anti-glare IPS Display (300 nits Brightness);Intel Integrated UHD;13772113
30964;Lenovo Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;3;Full HD, IPS, 250nits, Anti-glare;NVIDIA GeForce MX230;12728613
30965;DELL Inspiron Core i3 10th Gen;Intel;Core i3;8 GB;1 TB;HDD;6;Full HD LED Backlit Anti-glare Display;Intel Integrated UHD;8867663
30966;acer Predator Helios 300 Core i7 10th Gen;Intel;Core i7;16 GB;2 TB;SSD;4;Full HD LED Backlit IPS ComfyView Display (240 Hz Refresh Rate, 100% sRGB, 16:9 Aspect Ratio);NVIDIA GeForce RTX 2070 with Max-Q Design;31407263
30967;Lenovo Core i7 10th Gen;Intel;Core i7;8 GB;1 TB;SSD;5;;NVIDIA GeForce GTX GTX 1650Ti;20389781
30968;DELL Latitude Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;;Intel Integrated Integrated Intel UHD;15026400
30969;Lenovo Ideapad S145 Core i3 7th Gen;Intel;Core i3;4 GB;1 TB;HDD;6;Full HD LED Backlit Anti-glare TN Display (220 nits Brightness, 16:9 Aspect Ratio);Intel Integrated HD 620;6467613
30970;Lenovo Core i7 8th Gen;Intel;Core i7;16 GB;512 GB;SSD;14;Full HD IPS 250nits Anti-glare, 45% Gamut;NVIDIA Quadro P520;5108996
30971;Lenovo Core i7 9th Gen;Intel;Core i7;16 GB;1 TB;SSD;8;Full HD IPS 300nits Anti-glare, 72% Gamut;NVIDIA Quadro T2000;56766400
30972;HP 250 Core i5 10th Gen;Intel;Core i5;8 GB;1 TB;HDD;4;;Intel Integrated;10119863
30973;Lenovo Core i5 8th Gen;Intel;Core i5;4 GB;1 TB;HDD;6;;Intel Integrated Intel UHD Graphics 620;10455870
30974;ASUS ExpertBook P2 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;5;Full HD LED Backlit Display;NVIDIA GeForce MX110;18154813
30975;Lenovo Ideapad S340 Core i5 10th Gen;Intel;Core i5;8 GB;1 TB;SSD;11;Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 16:9 Aspect Ratio);Intel Integrated UHD;1231309
30976;Mi Notebook Horizon Edition 14 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;10;Full HD LED Backlit Anti-glare Display;NVIDIA GeForce MX350;1147829
30977;ASUS VivoBook 14 Core i5 8th Gen;Intel;Core i5;8 GB;512 GB;SSD;4;Full HD LED Backlit Anti-glare Display (220 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut, 87% Screen-to-body Ratio);Intel Integrated UHD 620;11205103
30978;Lenovo Yoga Core i7 10th Gen;Intel;Core i7;16 GB;1 TB;SSD;16;Ultra HD (4K) LED Backlit Glossy HDR IPS Display (500 nits Brightness, 90% DCI-P3);Intel Integrated Iris Plus;29842013
30979;Lenovo Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;18;WQHD IPS 300nits Anti-glare;Intel Integrated UHD;44820412
30980;Nokia PureBook X14 Core i5 10th Gen;Intel;Core i5;8 GB;512 GB;SSD;6;Full HD LED Backlit IPS Display with Dolby Vision;Intel Integrated UHD;11267713
30981;HP Spectre Folio Core i7 10th Gen;Intel;Core i7;16 GB;512 GB;SSD;3;Full HD IPS BrightView, Micro-edge WLED-backlit Display;NVIDIA GeForce GTX;50037703
30982;HP Envy x360 Ryzen 5 Hexa Core 4500U;AMD;Ryzen 5 Hexa Core;8 GB;512 GB;SSD;16;Full HD IPS BrightView, Micro-edge WLED-backlit Display;AMD Radeon;17855328
30983;HP 14a Celeron Dual Core;Intel;Celeron Dual Core;4 GB;64 GB;EMMC;11;HD WLED Backlit SVA Anti-glare Micro-edge Display;Intel Integrated UHD 605;5632813
30984;Lenovo Core i3 10th Gen;Intel;Core i3;4 GB;1 TB;HDD;5;HD LED Backlit Display;AMD Radeon R4;9305933
